,NAME,ADDRESS,CITY,COUNTY,LON,LAT,geometry
58,白门寺,华侨新街47号,温州市,瓯海区,120.637344,27.89333,POINT (120.637344 27.89333)
60,大茶山,南大线,温州市,瓯海区,120.734673,27.926804,POINT (120.734673 27.926804)
73,王村仙潭景区,三坑段,丽水市,青田县,119.976585,28.314026,POINT (119.976585 28.314026)
109,凤音庵,,湖州市,安吉县,119.629677,30.772945,POINT (119.629677 30.772945)
112,湖州船模馆,红门馆前108号,湖州市,吴兴区,120.102608,30.862513,POINT (120.102608 30.862513)
125,石海索桥,,温州市,苍南县,120.294975,27.513561,POINT (120.294975 27.513561)
152,元家殿,,衢州市,江山市,118.561607,28.392714,POINT (118.561607 28.392714)
189,西山头,,台州市,玉环市,121.345757,28.09248,POINT (121.345757 28.09248)
193,斗鸡坳桥,,宁波市,镇海区,121.531273,30.047033,POINT (121.531273 30.047033)
199,连头山,403乡道,宁波市,宁海县,121.412262,29.244982,POINT (121.412262 29.244982)
201,天峰塔,,宁波市,象山县,121.956749,29.240835,POINT (121.956749 29.240835)
203,砚墨屿,,台州市,玉环市,121.412407,28.110615,POINT (121.412407 28.110615)
217,跨湖桥,湘湖路132号湘湖旅游度假区内,杭州市,萧山区,120.226204,30.14435,POINT (120.226204 30.14435)
227,灵山,,宁波市,镇海区,121.531494,29.986521,POINT (121.531494 29.986521)
231,黄泥岗,,湖州市,安吉县,119.64756,30.671446,POINT (119.64756 30.671446)
255,乌镇西栅景区,石佛南路18号乌镇内,嘉兴市,桐乡市,120.484665,30.749683,POINT (120.484665 30.749683)
261,逢源双桥,乌镇东栅景区内,嘉兴市,桐乡市,120.499443,30.739334,POINT (120.499443 30.739334)
263,致安桥,乌镇西栅景区内,嘉兴市,桐乡市,120.484154,30.748278,POINT (120.484154 30.748278)
289,庙湾,,绍兴市,越城区,120.616425,29.967356,POINT (120.616425 29.967356)
290,思鑫坊建筑群,学士路19附近,杭州市,上城区,120.165543,30.255669,POINT (120.165543 30.255669)
293,拱宸桥,桥弄街2附近,杭州市,拱墅区,120.139473,30.318195,POINT (120.139473 30.318195)
299,曲廊,瑶琳东琳村垂云通天河内,杭州市,桐庐县,119.532211,29.924179,POINT (119.532211 29.924179)
324,杭州孔庙,府学巷8,杭州市,上城区,120.161919,30.241774,POINT (120.161919 30.241774)
350,半廊,,台州市,玉环市,121.362587,28.097876,POINT (121.362587 28.097876)
406,小灵山,,宁波市,镇海区,121.526733,29.988766,POINT (121.526733 29.988766)
452,太湖源(小九寨沟)景区,太湖源镇白沙村,杭州市,临安市,119.554085,30.395273,POINT (119.554085 30.395273)
453,太湖源(小九寨沟)景区,太湖源镇白沙村,杭州市,临安区,119.554085,30.395273,POINT (119.554085 30.395273)
458,石塘镇,,台州市,温岭市,121.606201,28.278557,POINT (121.606201 28.278557)
577,古艮山门,环城北路与建国北路交叉处,杭州市,下城区,120.178337,30.275236,POINT (120.178337 30.275236)
584,湘溢楼,湘湖旅游度假区越王路108号下孙文化村内,杭州市,萧山区,120.2341,30.156351,POINT (120.2341 30.156351)
586,江涨桥,大兜路附近,杭州市,拱墅区,120.147545,30.296013,POINT (120.147545 30.296013)
611,古钱塘门,湖滨路北端,杭州市,上城区,120.159309,30.257641,POINT (120.159309 30.257641)
628,青藤书屋,前观巷大乘弄10号,绍兴市,越城区,120.578682,29.99477,POINT (120.578682 29.99477)
633,大奇山国家森林公园,富春江南岸(近大奇山),杭州市,桐庐县,119.731415,29.755701,POINT (119.731415 29.755701)
647,古田山,古田山庄,衢州市,开化县,118.115089,29.240229,POINT (118.115089 29.240229)
669,浙西三峡,昌化镇河桥古镇,杭州市,临安市,119.258804,30.089569,POINT (119.258804 30.089569)
670,浙西三峡,昌化镇河桥古镇,杭州市,临安区,119.258804,30.089569,POINT (119.258804 30.089569)
698,峰文大战纪念碑,707乡道附近,温州市,泰顺县,120.160477,27.485128,POINT (120.160477 27.485128)
714,九天台,白塔镇神仙居国家级风景名胜区内,台州市,仙居县,120.61187,28.673798,POINT (120.61187 28.673798)
767,九咆界风景区,屏门乡上西村,杭州市,淳安县,119.007744,29.931217,POINT (119.007744 29.931217)
801,马寅初旧居,庆春路210号,杭州市,下城区,120.165932,30.258793,POINT (120.165932 30.258793)
803,鼓楼,中山南路431号,杭州市,上城区,120.171349,30.238005,POINT (120.171349 30.238005)
810,龙门漂流,千岛湖左口乡左光线附近,杭州市,淳安县,119.085167,29.74658,POINT (119.085167 29.74658)
812,通天飞瀑风景区,胥口镇上连村,杭州市,富阳区,119.629211,30.001514,POINT (119.629211 30.001514)
890,湘里坊,湘湖路132号湘湖旅游度假区内,杭州市,萧山区,120.235428,30.158751,POINT (120.235428 30.158751)
908,汪宅,望江路266号,杭州市,上城区,120.173012,30.237976,POINT (120.173012 30.237976)
914,广济桥,南渡路,宁波市,奉化区,121.427528,29.710566,POINT (121.427528 29.710566)
962,浪石金滩,石埠,杭州市,桐庐县,119.576408,29.877419,POINT (119.576408 29.877419)
1014,白云源景区,富春江镇,杭州市,桐庐县,119.724342,29.706863,POINT (119.724342 29.706863)
1015,琴溪香谷景区,瑶琳镇,杭州市,桐庐县,119.593071,29.960014,POINT (119.593071 29.960014)
1064,石莲亭,灵隐路17附近,杭州市,西湖区,120.114777,30.243074,POINT (120.114777 30.243074)
1204,航泊三水,小河路60号,杭州市,拱墅区,120.137665,30.306667,POINT (120.137665 30.306667)
1247,紫气东来,天宁路94号,台州市,临海市,121.117271,28.841133,POINT (121.117271 28.841133)
1249,观音宝殿,东洋大道,台州市,临海市,121.590034,28.814545,POINT (121.590034 28.814545)
1250,千年曙光碑(阵车),张米线,台州市,临海市,120.925941,28.806723,POINT (120.925941 28.806723)
1254,天元塔,018乡道,绍兴市,诸暨市,120.118301,29.677271,POINT (120.118301 29.677271)
1259,长寿亭,306乡道,宁波市,奉化区,121.366135,29.54414,POINT (121.366135 29.54414)
1260,蕺山书院,文笔塔附近,绍兴市,越城区,120.586342,30.009537,POINT (120.586342 30.009537)
1263,龙王殿,,绍兴市,上虞区,120.933701,30.035206,POINT (120.933701 30.035206)
1266,五圣殿,,绍兴市,新昌县,120.831001,29.261728,POINT (120.831001 29.261728)
1273,越王史迹,道墟镇称山风景区内,绍兴市,上虞区,120.774467,30.058697,POINT (120.774467 30.058697)
1274,望柯亭,柯岩大道518号柯岩风景区,绍兴市,柯桥区,120.484413,30.045143,POINT (120.484413 30.045143)
1285,灵霄塔,嵊马线,舟山市,嵊泗县,122.447433,30.719809,POINT (122.447433 30.719809)
1286,伤雕小息,小梅山内,舟山市,嵊泗县,122.075897,30.594458,POINT (122.075897 30.594458)
1288,卧佛山,马岱村,舟山市,定海区,122.088936,30.105171,POINT (122.088936 30.105171)
1290,未来寂照禅寺,,舟山市,定海区,122.089523,30.106211,POINT (122.089523 30.106211)
1309,听潮石,梅芩路115号普陀山,舟山市,普陀区,122.393166,30.000076,POINT (122.393166 30.000076)
1311,梅雨瀑,雁荡山内,温州市,乐清市,121.020645,28.341682,POINT (121.020645 28.341682)
1312,鸣玉溪,雁荡山白芙线旁雁荡山国家森林公园灵峰景区内,温州市,乐清市,121.102875,28.368105,POINT (121.102875 28.368105)
1316,仙峡漂流,仙溪镇北阁,温州市,乐清市,121.065025,28.416435,POINT (121.065025 28.416435)
1322,上帝公宫,车站路85附近,温州市,洞头区,121.158417,27.83812,POINT (121.158417 27.83812)
1324,听诗叟,学士路附近,温州市,乐清市,121.107399,28.368368,POINT (121.107399 28.368368)
1325,顺德古寺,虹三线附近,温州市,乐清市,120.967712,28.218784,POINT (120.967712 28.218784)
1334,百福楼,双长桥往北,嘉兴市,海宁市,120.716087,30.516586,POINT (120.716087 30.516586)
1561,通济桥,姚江之上,宁波市,余姚市,121.157486,30.046955,POINT (121.157486 30.046955)
1574,垂云湖,瑶琳东琳村垂云通天河内,杭州市,桐庐县,119.532509,29.925194,POINT (119.532509 29.925194)
1575,三宝宫,瑶琳路28附近,杭州市,桐庐县,119.533524,29.888044,POINT (119.533524 29.888044)
1592,东亭庙,,宁波市,鄞州区,121.699631,29.825806,POINT (121.699631 29.825806)
1633,蛇山,,台州市,玉环市,121.347984,28.095472,POINT (121.347984 28.095472)
1755,钱山漾遗址,唐南公路,湖州市,吴兴区,120.136917,30.837236,POINT (120.136917 30.837236)
1793,雍睦亭,,金华市,兰溪市,119.540726,29.209522,POINT (119.540726 29.209522)
1818,贺埠庙,,绍兴市,上虞区,120.789963,30.087442,POINT (120.789963 30.087442)
1858,月梅亭,605乡道,宁波市,象山县,121.857773,29.548658,POINT (121.857773 29.548658)
1859,五峄禅寺,,宁波市,象山县,121.717224,29.481163,POINT (121.717224 29.481163)
1919,土地祠,洪魏路,宁波市,慈溪市,121.423569,30.086447,POINT (121.423569 30.086447)
1921,彩虹坊,彩虹北路127号,宁波市,鄞州区,121.569756,29.867064,POINT (121.569756 29.867064)
1922,万圣寺,,宁波市,奉化区,121.39875,29.718779,POINT (121.39875 29.718779)
1926,林驸马宅,顾家巷,宁波市,江北区,121.446861,29.987238,POINT (121.446861 29.987238)
2011,茅塘景区,,杭州市,余杭区,119.719727,30.420378,POINT (119.719727 30.420378)
2083,河坊街景区,河坊街,杭州市,上城区,120.171188,30.240122,POINT (120.171188 30.240122)
2156,汤寿潜纪念碑,白曹线,杭州市,萧山区,120.287491,30.008268,POINT (120.287491 30.008268)
2159,四井亭,虎跑路47附近,杭州市,西湖区,120.135956,30.215628,POINT (120.135956 30.215628)
2160,月波亭,灵隐路附近,杭州市,西湖区,120.106621,30.244843,POINT (120.106621 30.244843)
2162,马塍艺花,文三路59号,杭州市,西湖区,120.147217,30.27766,POINT (120.147217 30.27766)
2164,江桥暮雨,大兜路附近,杭州市,拱墅区,120.147743,30.296009,POINT (120.147743 30.296009)
2170,先祖罹难纪念碑,振兴西路,台州市,温岭市,121.367233,28.447401,POINT (121.367233 28.447401)
2171,温岭市城北街道石粘洞福宫,联民西路71号,台州市,温岭市,121.37513,28.442986,POINT (121.37513 28.442986)
2175,温岭西山金将军殿,潘郎下街,台州市,温岭市,121.301224,28.468212,POINT (121.301224 28.468212)
2186,三官堂,,台州市,温岭市,121.515427,28.429783,POINT (121.515427 28.429783)
2209,天波府,大溪镇环城北路,台州市,温岭市,121.284355,28.465244,POINT (121.284355 28.465244)
2210,禹王宫,大溪镇806县道,台州市,温岭市,121.293785,28.450338,POINT (121.293785 28.450338)
2257,九龙山(竹盖线),竹盖线,台州市,温岭市,121.254723,28.338591,POINT (121.254723 28.338591)
2262,军事秘密指挥机构004工程遗址,雷公山隧道,台州市,温岭市,121.61747,28.260025,POINT (121.61747 28.260025)
2275,荣盛亭,坦龙线,台州市,温岭市,121.537788,28.47403,POINT (121.537788 28.47403)
2276,玄真洞,松门镇远景村,台州市,温岭市,121.604233,28.354305,POINT (121.604233 28.354305)
2277,八仙岩,长屿镇温岭长屿硐天,台州市,温岭市,121.449425,28.431984,POINT (121.449425 28.431984)
2296,千年曙光园,八一省道,台州市,温岭市,121.617073,28.256992,POINT (121.617073 28.256992)
2298,北山厅,万昌西路附近,台州市,温岭市,121.360085,28.37648,POINT (121.360085 28.37648)
2305,禹王殿,车石隧道,台州市,温岭市,121.61779,28.270136,POINT (121.61779 28.270136)
2316,双西亭,状响线,温州市,龙湾区,120.738449,27.941063,POINT (120.738449 27.941063)
2318,乌仙宫,马分线,温州市,苍南县,120.312271,27.404533,POINT (120.312271 27.404533)
2336,普福禅寺,,台州市,温岭市,121.550583,28.480347,POINT (121.550583 28.480347)
2337,敖岩神天寺,,台州市,温岭市,121.351479,28.51293,POINT (121.351479 28.51293)
2346,尚书庙,,台州市,温岭市,121.478149,28.390247,POINT (121.478149 28.390247)
2383,新关庙,前洋村,台州市,温岭市,121.339928,28.413586,POINT (121.339928 28.413586)
2384,心安禅寺,泽国镇章袁村,台州市,温岭市,121.360611,28.480057,POINT (121.360611 28.480057)
2415,龙泉寺,,宁波市,奉化区,121.362511,29.689077,POINT (121.362511 29.689077)
2427,北坑景区,,温州市,永嘉县,120.836914,28.323685,POINT (120.836914 28.323685)
2451,觉华禅寺,,湖州市,德清县,120.216209,30.584875,POINT (120.216209 30.584875)
2470,翠迷廊,,杭州市,西湖区,120.132416,30.243793,POINT (120.132416 30.243793)
4555,独瓦亭(平川路),古镇西塘西线入口处,嘉兴市,嘉善县,120.892097,30.940046,POINT (120.892097 30.940046)
5118,迎秀桥,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.887428,30.94449,POINT (120.887428 30.94449)
5120,卧龙桥,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.895081,30.948338,POINT (120.895081 30.948338)
5122,里仁桥,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.898079,30.947412,POINT (120.898079 30.947412)
5123,安济桥,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.888359,30.939848,POINT (120.888359 30.939848)
5124,银锭桥,祥符路51附近,嘉兴市,嘉善县,120.899254,30.946264,POINT (120.899254 30.946264)
5126,财神堂,松庭街27号,嘉兴市,嘉善县,120.888115,30.943338,POINT (120.888115 30.943338)
5127,吴家桥,邮电东路附近,嘉兴市,嘉善县,120.898659,30.945139,POINT (120.898659 30.945139)
5128,福源桥,祥符路31附近,嘉兴市,嘉善县,120.898918,30.947111,POINT (120.898918 30.947111)
5130,万安桥,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.895073,30.946898,POINT (120.895073 30.946898)
5132,刘园民间艺术收藏会所,西塘镇北栅街44号(老品芳旁),嘉兴市,嘉善县,120.894951,30.94663,POINT (120.894951 30.94663)
5133,安泰桥,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.895287,30.94685,POINT (120.895287 30.94685)
5136,嘉善大云温泉旅游度假区,大云镇东部,嘉兴市,嘉善县,120.987289,30.780689,POINT (120.987289 30.780689)
5137,汇秀桥,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.888062,30.941668,POINT (120.888062 30.941668)
5143,思贤塔,思贤商贸中心,嘉兴市,嘉善县,120.922173,30.841454,POINT (120.922173 30.841454)
5154,含秀桥,西塘镇南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.887962,30.943583,POINT (120.887962 30.943583)
5155,安顺桥,西塘镇南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.888062,30.939787,POINT (120.888062 30.939787)
5156,香槐堂,塔湾街47号,嘉兴市,嘉善县,120.889778,30.945332,POINT (120.889778 30.945332)
5158,汾湖,国道路2025号汾湖风景区附近,嘉兴市,嘉善县,120.81221,30.996202,POINT (120.81221 30.996202)
5160,揽秀桥,南苑路288号西塘古镇景区,嘉兴市,嘉善县,120.886932,30.940245,POINT (120.886932 30.940245)
5161,余庆堂,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.896805,30.944929,POINT (120.896805 30.944929)
5167,西街,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.895164,30.945194,POINT (120.895164 30.945194)
5168,余十眉故居,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.895782,30.943241,POINT (120.895782 30.943241)
5169,悦秀桥,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.888336,30.943886,POINT (120.888336 30.943886)
5171,西塘古镇苏家弄,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.892548,30.94385,POINT (120.892548 30.94385)
5172,苏家弄石板街,西塘古镇苏家弄,嘉兴市,嘉善县,120.892525,30.94422,POINT (120.892525 30.94422)
5173,王宅,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.891403,30.944773,POINT (120.891403 30.944773)
5174,沈家厅,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.895081,30.94635,POINT (120.895081 30.94635)
5175,西塘古镇计家弄(出入口),南苑路258号,嘉兴市,嘉善县,120.894356,30.94445,POINT (120.894356 30.94445)
5178,独瓦亭,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.88826,30.941544,POINT (120.88826 30.941544)
5179,袁宅,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.894318,30.94397,POINT (120.894318 30.94397)
5181,环秀桥(烟雨长廊),淘泾南路7号,嘉兴市,嘉善县,120.891846,30.945074,POINT (120.891846 30.945074)
5187,嘉善绿城园林,晋阳东路775号,嘉兴市,嘉善县,120.945862,30.833281,POINT (120.945862 30.833281)
5190,圆觉胜境,圆觉路附近,嘉兴市,嘉善县,120.812561,30.973637,POINT (120.812561 30.973637)
5191,吴镇墓,花园路178号,嘉兴市,嘉善县,120.915916,30.841337,POINT (120.915916 30.841337)
5192,圆通桥,天阳路88号,嘉兴市,嘉善县,120.802986,30.894348,POINT (120.802986 30.894348)
5196,净土桥凉亭,姚庄镇姚庄大道65号,嘉兴市,嘉善县,120.961548,30.906664,POINT (120.961548 30.906664)
5198,钱能训墓,G60沪昆高速,嘉兴市,嘉善县,120.979256,30.821363,POINT (120.979256 30.821363)
5202,小横港遗址,罗星街道,嘉兴市,嘉善县,120.85611,30.790768,POINT (120.85611 30.790768)
5203,独圩遗址,城西大道,嘉兴市,嘉善县,120.865623,30.80971,POINT (120.865623 30.80971)
5205,嘉善浙北桃花岛生态旅游区,姚庄镇北鹤村村民委,嘉兴市,嘉善县,120.956604,30.94845,POINT (120.956604 30.94845)
5206,大往圩遗址,S12申嘉湖高速,嘉兴市,嘉善县,120.956451,30.928526,POINT (120.956451 30.928526)
5207,慈山,亭桥南路136号,嘉兴市,嘉善县,120.918228,30.841595,POINT (120.918228 30.841595)
5208,送子来凤桥,西塘镇南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.893288,30.945623,POINT (120.893288 30.945623)
5211,汾湖风景区,国道路2025号,嘉兴市,嘉善县,120.812195,30.996193,POINT (120.812195 30.996193)
5215,民工之家,陶庄镇老街,嘉兴市,嘉善县,120.963936,30.831316,POINT (120.963936 30.831316)
5216,硕士街小洋楼,花园路附近,嘉兴市,嘉善县,120.916275,30.842619,POINT (120.916275 30.842619)
5224,王宅,西塘古镇苏家弄,嘉兴市,嘉善县,120.89257,30.943966,POINT (120.89257 30.943966)
5225,西园,西塘古镇苏家弄西塘古镇景区内,嘉兴市,嘉善县,120.892609,30.944708,POINT (120.892609 30.944708)
5230,斜塘遗风,环秀街237-239号附近,嘉兴市,嘉善县,120.887764,30.94389,POINT (120.887764 30.94389)
5236,陆家厅,西塘风景区西塘,嘉兴市,嘉善县,120.898064,30.944746,POINT (120.898064 30.944746)
5297,朝尊寺,,嘉兴市,嘉善县,120.819397,30.926273,POINT (120.819397 30.926273)
5305,白余庵,西塘风景区,嘉兴市,嘉善县,120.95105,30.892885,POINT (120.95105 30.892885)
6180,天目村(农家乐),天目山镇天目山村天目山风景区大树王景区内,杭州市,临安市,119.449585,30.311649,POINT (119.449585 30.311649)
6181,天目村(农家乐),天目山镇天目山村天目山风景区大树王景区内,杭州市,临安区,119.449585,30.311649,POINT (119.449585 30.311649)
6201,长寿门,昌化镇清凉峰镇白果村大明山风景区内,杭州市,临安市,118.986687,30.03224,POINT (118.986687 30.03224)
6202,长寿门,昌化镇清凉峰镇白果村大明山风景区内,杭州市,临安区,118.986687,30.03224,POINT (118.986687 30.03224)
6209,戊寅桥,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.896042,30.946989,POINT (120.896042 30.946989)
6240,倪宅,西塘风景区西塘古镇烧香港南街(五福桥西侧),嘉兴市,嘉善县,120.897766,30.944731,POINT (120.897766 30.944731)
6247,望仙桥,西塘镇淘泾南路7号,嘉兴市,嘉善县,120.899796,30.946173,POINT (120.899796 30.946173)
6248,安善桥,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.888649,30.93985,POINT (120.888649 30.93985)
6249,赵宪初故居,北栅街65号西塘古镇景区,嘉兴市,嘉善县,120.894836,30.947195,POINT (120.894836 30.947195)
6254,桐村雅居,西塘镇塔湾街40号,嘉兴市,嘉善县,120.889908,30.945564,POINT (120.889908 30.945564)
6255,怪宅,下西街47-12西塘平川客栈附近,嘉兴市,嘉善县,120.895226,30.944954,POINT (120.895226 30.944954)
6256,环秀亭,南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.891678,30.945015,POINT (120.891678 30.945015)
6258,水阳楼,邮电东路37-41西塘美人客栈附近,嘉兴市,嘉善县,120.897102,30.944944,POINT (120.897102 30.944944)
6261,坟浜弄,南苑路258号附近,嘉兴市,嘉善县,120.889641,30.93918,POINT (120.889641 30.93918)
6262,礼耕堂,西塘镇淘泾南路7号,嘉兴市,嘉善县,120.892044,30.944817,POINT (120.892044 30.944817)
6263,薛宅,西塘镇南苑路258号西塘古镇景区,嘉兴市,嘉善县,120.893555,30.945185,POINT (120.893555 30.945185)
6264,烧香港,西塘镇上西街119号,嘉兴市,嘉善县,120.895988,30.945173,POINT (120.895988 30.945173)
6265,烧香巷,西塘镇南苑路258号西塘古镇景区内,嘉兴市,嘉善县,120.897064,30.944426,POINT (120.897064 30.944426)
6266,永宁桥,西塘镇南苑路258号西塘古镇景区内,嘉兴市,嘉善县,120.895241,30.945395,POINT (120.895241 30.945395)
6267,徐宅,西塘镇三埭33,嘉兴市,嘉善县,120.897713,30.947168,POINT (120.897713 30.947168)
6268,古戏台,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.888062,30.944464,POINT (120.888062 30.944464)
6269,陆坟银杏,邮电东路247附近,嘉兴市,嘉善县,120.89801,30.94388,POINT (120.89801 30.94388)
6272,环秀桥,南苑路258号西塘古镇内,嘉兴市,嘉善县,120.891754,30.945082,POINT (120.891754 30.945082)
6648,无他亭,102省道附近,杭州市,临安市,119.072876,30.153841,POINT (119.072876 30.153841)
6649,无他亭,102省道附近,杭州市,临安区,119.072876,30.153841,POINT (119.072876 30.153841)
6956,墨湖,学府街,杭州市,江干区,120.388519,30.310211,POINT (120.388519 30.310211)
7390,浮雕,风情大道2758号浙江湘湖旅游度假区内,杭州市,萧山区,120.220863,30.135731,POINT (120.220863 30.135731)
7554,清虚楼,灵山线,杭州市,西湖区,120.035149,30.119419,POINT (120.035149 30.119419)
7595,石刻,龙井路1号杭州西湖风景名胜区内,杭州市,西湖区,120.133942,30.249685,POINT (120.133942 30.249685)
7597,灵隐路10号别墅,灵隐路10号,杭州市,西湖区,120.126511,30.251841,POINT (120.126511 30.251841)
7600,聚芳亭,龙井路1号杭州西湖风景名胜区内,杭州市,西湖区,120.148567,30.230354,POINT (120.148567 30.230354)
7604,梅冈园,保俶路109附近,杭州市,西湖区,120.147552,30.26581,POINT (120.147552 30.26581)
7650,刘海戏蟾,禧园大舞台附近,杭州市,西湖区,120.139183,30.262064,POINT (120.139183 30.262064)
7685,弘一精舍,虎跑路,杭州市,西湖区,120.135658,30.212517,POINT (120.135658 30.212517)
8048,掬秀亭,虎山路虎山公园内,杭州市,拱墅区,120.203117,30.360168,POINT (120.203117 30.360168)
8054,怡心苑,广济路38附近,杭州市,拱墅区,120.190666,30.352388,POINT (120.190666 30.352388)
8090,杭州幼儿师范学院建筑群,文二路125号,杭州市,西湖区,120.13932,30.28286,POINT (120.13932 30.28286)
9547,洋山石龙景区-综合通信塔,小洋山洋山石龙景区内,舟山市,嵊泗县,122.062057,30.632496,POINT (122.062057 30.632496)
9548,独占鳌头,小洋山洋山石龙景区内,舟山市,嵊泗县,122.073776,30.644306,POINT (122.073776 30.644306)
9549,元宝石,小洋山洋山石龙景区内,舟山市,嵊泗县,122.067482,30.640318,POINT (122.067482 30.640318)
9550,神龟望海,小洋山洋山石龙景区内,舟山市,嵊泗县,122.066948,30.640215,POINT (122.066948 30.640215)
9551,巨鲸出海,小洋山洋山石龙景区内,舟山市,嵊泗县,122.06134,30.637945,POINT (122.06134 30.637945)
9552,天梯,小洋山洋山石龙景区内,舟山市,嵊泗县,122.067345,30.640059,POINT (122.067345 30.640059)
9553,陵塔,小洋山洋山石龙景区内,舟山市,嵊泗县,122.067276,30.642839,POINT (122.067276 30.642839)
9554,祈福池,小洋山洋山石龙景区内,舟山市,嵊泗县,122.065956,30.639893,POINT (122.065956 30.639893)
9555,洋山石龙景区-观景平台,小洋山洋山石龙景区内,舟山市,嵊泗县,122.067009,30.640341,POINT (122.067009 30.640341)
9556,鹰击长空,小洋山洋山石龙景区内,舟山市,嵊泗县,122.062149,30.635132,POINT (122.062149 30.635132)
9557,观音石像,小洋山洋山石龙景区内,舟山市,嵊泗县,122.065521,30.64035,POINT (122.065521 30.64035)
9558,龟蛇听经,小洋山洋山石龙景区内,舟山市,嵊泗县,122.061607,30.638353,POINT (122.061607 30.638353)
9560,石猿,小洋山洋山石龙景区内,舟山市,嵊泗县,122.062988,30.639675,POINT (122.062988 30.639675)
9561,观海亭,小洋山洋山石龙景区内,舟山市,嵊泗县,122.068871,30.641129,POINT (122.068871 30.641129)
9562,石驼问天,小洋山洋山石龙景区内,舟山市,嵊泗县,122.066422,30.640499,POINT (122.066422 30.640499)
9563,洋山赋,小洋山洋山石龙景区内,舟山市,嵊泗县,122.063789,30.640017,POINT (122.063789 30.640017)
9564,观桥亭,小洋山洋山石龙景区内,舟山市,嵊泗县,122.063263,30.639734,POINT (122.063263 30.639734)
9565,倚剑,小洋山洋山石龙景区内,舟山市,嵊泗县,122.062012,30.635408,POINT (122.062012 30.635408)
9566,同心石,小洋山洋山石龙景区内,舟山市,嵊泗县,122.071472,30.64267,POINT (122.071472 30.64267)
9567,观港亭,小洋山洋山石龙景区内,舟山市,嵊泗县,122.061234,30.638596,POINT (122.061234 30.638596)
9568,小石龙,小洋山洋山石龙景区内,舟山市,嵊泗县,122.061928,30.638584,POINT (122.061928 30.638584)
9569,老人与海,小洋山洋山石龙景区内,舟山市,嵊泗县,122.071129,30.641802,POINT (122.071129 30.641802)
9570,神犬护岛,小洋山洋山石龙景区内,舟山市,嵊泗县,122.06189,30.632229,POINT (122.06189 30.632229)
9571,飞来石,小洋山洋山石龙景区内,舟山市,嵊泗县,122.062263,30.6388,POINT (122.062263 30.6388)
9573,石龙奇观,五龙乡五龙乡田岙村,舟山市,嵊泗县,122.067001,30.639086,POINT (122.067001 30.639086)
9574,洋山深水港观光游览区,同欣一路1号,舟山市,嵊泗县,122.06723,30.63665,POINT (122.06723 30.63665)
9575,洋山风景区,东海大道,舟山市,嵊泗县,122.105705,30.617691,POINT (122.105705 30.617691)
9577,洋山石龙景区,洋山深水港附近,舟山市,嵊泗县,122.065262,30.63974,POINT (122.065262 30.63974)
10228,藏军洞,龙岗镇大峡谷村剑门关景区内,杭州市,临安市,119.085457,30.24507,POINT (119.085457 30.24507)
10229,藏军洞,龙岗镇大峡谷村剑门关景区内,杭州市,临安区,119.085457,30.24507,POINT (119.085457 30.24507)
10945,牛头山水库,,台州市,临海市,121.272263,28.847069,POINT (121.272263 28.847069)
10952,九龙殿,小杜线,台州市,临海市,121.59198,28.75308,POINT (121.59198 28.75308)
10954,上马峙殿,小杜线,台州市,临海市,121.58551,28.764849,POINT (121.58551 28.764849)
10955,江南情人谷,尤溪镇,台州市,临海市,121.061623,28.725355,POINT (121.061623 28.725355)
10962,迎倦坊,紫阳古街387附近,台州市,临海市,121.116447,28.845394,POINT (121.116447 28.845394)
10975,临海市非物质文化遗产古城展示馆,江滨东路51号附近,台州市,临海市,121.131897,28.836651,POINT (121.131897 28.836651)
10976,灵云寺,225省道附近,台州市,临海市,121.471832,28.794888,POINT (121.471832 28.794888)
10977,宝灵寺,江南大道2号附近,台州市,临海市,121.123238,28.83285,POINT (121.123238 28.83285)
10978,十伞巷,紫阳古街65附近,台州市,临海市,121.116707,28.839308,POINT (121.116707 28.839308)
10981,定业寺,,台州市,临海市,121.10537,28.768225,POINT (121.10537 28.768225)
10982,龙潭寺,,台州市,临海市,121.184143,28.788309,POINT (121.184143 28.788309)
