,NAME,ADDRESS,CITY,COUNTY,LON,LAT,geometry
14206,大悲山景区-观景平台,泗礁山岛东部田岙村大悲山景区内,舟山市,嵊泗县,122.49424,30.706432,POINT (122.49424 30.706432)
14208,玉佛殿,大悲山景区灵音禅寺内,舟山市,嵊泗县,122.495132,30.705095,POINT (122.495132 30.705095)
14209,天王殿,大悲山景区灵音禅寺内,舟山市,嵊泗县,122.495636,30.704863,POINT (122.495636 30.704863)
14210,洋山石龙景区-观日平台,五龙乡六井潭景区内,舟山市,嵊泗县,122.535744,30.720222,POINT (122.535744 30.720222)
14211,鉴真东渡,高五线附近,舟山市,嵊泗县,122.498123,30.704033,POINT (122.498123 30.704033)
14212,资福院,大悲山景区灵音禅寺内,舟山市,嵊泗县,122.495834,30.705324,POINT (122.495834 30.705324)
14213,瞰海观景点,基湖海滨浴场基湖沙滩内,舟山市,嵊泗县,122.482216,30.711052,POINT (122.482216 30.711052)
14215,伽蓝殿,大悲山景区灵音禅寺内,舟山市,嵊泗县,122.495102,30.704863,POINT (122.495102 30.704863)
14216,嵊泗海洋文化陈列馆,泗礁山岛东部田岙村大悲山景区内,舟山市,嵊泗县,122.494118,30.704859,POINT (122.494118 30.704859)
14218,大悲楼,大悲山景区灵音禅寺内,舟山市,嵊泗县,122.495117,30.704981,POINT (122.495117 30.704981)
14219,游龙潭,五龙乡六井潭景区内,舟山市,嵊泗县,122.535675,30.72085,POINT (122.535675 30.72085)
14220,兵洞探奇,五龙乡六井潭景区内,舟山市,嵊泗县,122.53492,30.721081,POINT (122.53492 30.721081)
14227,基湖海滩风景区,金沙路,舟山市,嵊泗县,122.477112,30.71213,POINT (122.477112 30.71213)
14229,嵊泗钓鱼台,青剑线附近,舟山市,嵊泗县,122.443207,30.742006,POINT (122.443207 30.742006)
14232,青沙渔俗风情馆,中大街24号,舟山市,嵊泗县,122.445915,30.740583,POINT (122.445915 30.740583)
14235,六井潭自然景区,五龙乡,舟山市,嵊泗县,122.533661,30.721355,POINT (122.533661 30.721355)
14236,碧海金沙,金沙路49号,舟山市,嵊泗县,122.469955,30.713413,POINT (122.469955 30.713413)
14240,小西天,枸杞乡枸杞岛北,舟山市,嵊泗县,122.779602,30.725533,POINT (122.779602 30.725533)
14243,嵊山枸杞景区,,舟山市,嵊泗县,122.771881,30.714897,POINT (122.771881 30.714897)
14244,山海奇观,列岛风景区枸杞岛,舟山市,嵊泗县,122.78157,30.70492,POINT (122.78157 30.70492)
14247,山海亭,嵊山枸杞景区内,舟山市,嵊泗县,122.781464,30.705034,POINT (122.781464 30.705034)
14248,山海奇观古炮台,嵊山枸杞景区内,舟山市,嵊泗县,122.781342,30.705528,POINT (122.781342 30.705528)
14280,猩猩石,小梅山内,舟山市,嵊泗县,122.076385,30.594313,POINT (122.076385 30.594313)
14281,雄狮迎宾,小梅山内,舟山市,嵊泗县,122.074539,30.594526,POINT (122.074539 30.594526)
14282,临港亭,小梅山内,舟山市,嵊泗县,122.074379,30.594376,POINT (122.074379 30.594376)
14283,巨人头骨,小梅山内,舟山市,嵊泗县,122.077866,30.594494,POINT (122.077866 30.594494)
14284,小梅山,,舟山市,嵊泗县,122.073479,30.594414,POINT (122.073479 30.594414)
14285,海豹石,小梅山内,舟山市,嵊泗县,122.075562,30.594467,POINT (122.075562 30.594467)
14286,东海念佛堂,,舟山市,嵊泗县,122.062889,30.586592,POINT (122.062889 30.586592)
14287,梅山亭,小梅山内,舟山市,嵊泗县,122.081337,30.59557,POINT (122.081337 30.59557)
14289,佛手石,花鸟岛内,舟山市,嵊泗县,122.693787,30.853003,POINT (122.693787 30.853003)
14290,古树群,花鸟岛内,舟山市,嵊泗县,122.678864,30.849154,POINT (122.678864 30.849154)
14359,三官堂,231省道附近,舟山市,定海区,122.15152,30.008837,POINT (122.15152 30.008837)
14362,三观讲堂,西大街195号,舟山市,定海区,122.102478,30.016598,POINT (122.102478 30.016598)
14367,四眼井,建国路34号,舟山市,定海区,122.103012,30.022861,POINT (122.103012 30.022861)
14368,马岙古文化遗址群,马岙镇,舟山市,定海区,122.091469,30.121511,POINT (122.091469 30.121511)
14369,三毛祖居,小沙镇庙桥陈家村,舟山市,定海区,122.06691,30.119049,POINT (122.06691 30.119049)
14371,双狮山烽火墩,陈家路,舟山市,定海区,122.002663,30.133751,POINT (122.002663 30.133751)
14372,包祖才墓,昌洲大道附近,舟山市,定海区,122.088379,30.034441,POINT (122.088379 30.034441)
14373,止善亭,定马线,舟山市,定海区,122.099892,30.086231,POINT (122.099892 30.086231)
14374,古客栈,定马线,舟山市,定海区,122.108971,30.134615,POINT (122.108971 30.134615)
14375,凉帽蓬墩遗址,马沙线,舟山市,定海区,122.090744,30.127886,POINT (122.090744 30.127886)
14376,甩龙桥,小沙镇,舟山市,定海区,122.064651,30.105413,POINT (122.064651 30.105413)
14377,复翁堂,小契线,舟山市,定海区,122.059532,30.118793,POINT (122.059532 30.118793)
14378,老碶烈士纪念碑,长洞线附近,舟山市,定海区,122.19812,30.006233,POINT (122.19812 30.006233)
14380,朱葆三墓,昌洲大道,舟山市,定海区,122.143539,30.01329,POINT (122.143539 30.01329)
14381,中共定海县工委旧址,三大线附近,舟山市,定海区,122.165993,29.998758,POINT (122.165993 29.998758)
14382,三总兵雕塑,兴舟大道99号,舟山市,定海区,122.085121,30.008371,POINT (122.085121 30.008371)
14388,同归域,陵园路附近,舟山市,定海区,122.102173,30.025421,POINT (122.102173 30.025421)
14393,磐石,环城南路198号,舟山市,定海区,122.103378,30.009668,POINT (122.103378 30.009668)
14396,张家老宅,蓬莱路5号,舟山市,定海区,122.108711,30.012102,POINT (122.108711 30.012102)
14398,青青世界,五四上段168号附近,舟山市,定海区,122.091347,30.108835,POINT (122.091347 30.108835)
14399,洋坦墩遗址,马沙线凉帽篷墩遗址公园附近,舟山市,定海区,122.090477,30.121958,POINT (122.090477 30.121958)
14404,林间胜地,平马线附近,舟山市,定海区,122.105988,30.107996,POINT (122.105988 30.107996)
14407,富甸园山庄,揽华路附近,舟山市,定海区,122.131615,30.129623,POINT (122.131615 30.129623)
14419,都神殿,都神殿东弄5号,舟山市,定海区,122.111839,30.016865,POINT (122.111839 30.016865)
14421,舟山市长岗山森林公园,蟠洋山路130弄88号,舟山市,定海区,122.120987,30.029676,POINT (122.120987 30.029676)
14428,天后宫,新港八道附近,舟山市,定海区,122.213562,30.090561,POINT (122.213562 30.090561)
14435,永青庵,青岙西路附近,舟山市,定海区,122.039864,30.121717,POINT (122.039864 30.121717)
14436,茶人谷生态旅游区,紫薇社区狭门村,舟山市,定海区,122.046654,30.082483,POINT (122.046654 30.082483)
14437,太阳谷,里陈138号,舟山市,定海区,122.138901,30.089136,POINT (122.138901 30.089136)
14439,清静讲寺,鸭东线附近,舟山市,定海区,122.005066,30.116844,POINT (122.005066 30.116844)
14440,太平宫,鹰新线附近,舟山市,定海区,122.135841,30.124088,POINT (122.135841 30.124088)
14441,吉祥禅寺,浙江,舟山市,定海区,122.068298,30.106779,POINT (122.068298 30.106779)
14442,风神庙,,舟山市,定海区,122.029701,30.000599,POINT (122.029701 30.000599)
14443,兴善寺,双桥镇,舟山市,定海区,122.0439,30.031157,POINT (122.0439 30.031157)
14445,里回峰寺,双桥镇狭门村,舟山市,定海区,122.052498,30.076103,POINT (122.052498 30.076103)
14446,小沙西庙,小契线和西何线的交叉口附近,舟山市,定海区,122.060829,30.12517,POINT (122.060829 30.12517)
14447,隆教禅寺,干平线,舟山市,定海区,122.129829,30.100786,POINT (122.129829 30.100786)
14448,梅仁寺,,舟山市,定海区,122.015709,30.093473,POINT (122.015709 30.093473)
14450,小沙大庙,小沙谭陈路161号,舟山市,定海区,122.059929,30.11442,POINT (122.059929 30.11442)
14451,老天福禅寺老东庙宫,双桥镇桥头施老天福禅寺,舟山市,定海区,122.032784,30.05138,POINT (122.032784 30.05138)
14452,化城禅寺,马沙线附近,舟山市,定海区,122.088509,30.133581,POINT (122.088509 30.133581)
14454,仙迹寺,,舟山市,定海区,122.197861,29.993038,POINT (122.197861 29.993038)
14457,三忠祠,竹山公园晓峰岭南岗墩,舟山市,定海区,122.085831,30.009132,POINT (122.085831 30.009132)
14464,观音庵,沥大线,舟山市,定海区,121.865852,30.021154,POINT (121.865852 30.021154)
14465,舟山册子月亮湾,册子乡门岙涂,舟山市,定海区,121.930901,30.068014,POINT (121.930901 30.068014)
14466,西堠门大桥风景旅游区,册子乡岙涂,舟山市,定海区,121.955444,30.099756,POINT (121.955444 30.099756)
14801,长白白马庙,,舟山市,定海区,122.040718,30.188684,POINT (122.040718 30.188684)
14805,舟山东海大峡谷,双桥镇紫薇乡狭门村,舟山市,定海区,122.046661,30.082479,POINT (122.046661 30.082479)
14815,海山增辉,环城北路32号,舟山市,定海区,122.102356,30.024101,POINT (122.102356 30.024101)
14821,古城翁洲书院,县前街5附近,舟山市,定海区,122.106583,30.019007,POINT (122.106583 30.019007)
15294,磨心山景区,岛东南部,舟山市,岱山县,122.204559,30.265961,POINT (122.204559 30.265961)
15295,石壁残照,岱西镇岱西镇双合,舟山市,岱山县,122.167862,30.31745,POINT (122.167862 30.31745)
15296,岱山风景名胜区,高亭镇山外路195号,舟山市,岱山县,122.181793,30.322779,POINT (122.181793 30.322779)
15297,大舜庙后墩遗址,南峰路,舟山市,岱山县,122.194908,30.288326,POINT (122.194908 30.288326)
15307,太平禅寺,017乡道附近,舟山市,岱山县,122.150574,30.305977,POINT (122.150574 30.305977)
15310,东沙古镇,解放路23号,舟山市,岱山县,122.145187,30.312914,POINT (122.145187 30.312914)
15311,石马庙,刘奇段附近,舟山市,岱山县,122.172791,30.268229,POINT (122.172791 30.268229)
15315,徐福会所,慈癞线附近,舟山市,岱山县,122.181862,30.250134,POINT (122.181862 30.250134)
15330,天灵塔,小岙路27附近,舟山市,岱山县,122.285889,30.452454,POINT (122.285889 30.452454)
15331,蓬莱慈,牛头山59号,舟山市,岱山县,122.294312,30.240526,POINT (122.294312 30.240526)
15446,九子沙滩,秀山岛海景大酒店,舟山市,岱山县,122.192139,30.17458,POINT (122.192139 30.17458)
15448,竹山庙,海兰线附近,舟山市,岱山县,122.158936,30.176943,POINT (122.158936 30.176943)
16208,上岭堂,,台州市,临海市,121.542618,28.81428,POINT (121.542618 28.81428)
16268,天受宫,大梅线附近,舟山市,普陀区,122.156532,29.724018,POINT (122.156532 29.724018)
16269,资福禅寺,,舟山市,普陀区,122.153732,29.697899,POINT (122.153732 29.697899)
16272,黄荆禅寺,六横皎头镇,舟山市,普陀区,122.116661,29.75901,POINT (122.116661 29.75901)
16307,清凉庵,镇府北路,舟山市,普陀区,122.25676,29.741476,POINT (122.25676 29.741476)
16314,天丰寺,泗湾路,舟山市,普陀区,122.304298,29.95225,POINT (122.304298 29.95225)
16320,沈家门渔港,滨港路,舟山市,普陀区,122.315002,29.943478,POINT (122.315002 29.943478)
16323,烈士塔,中兴路256号,舟山市,普陀区,122.31179,29.949675,POINT (122.31179 29.949675)
16328,星月洞,同山镇汤江岩内,绍兴市,诸暨市,120.103539,29.55241,POINT (120.103539 29.55241)
16335,吉祥禅院,勾山,舟山市,普陀区,122.261658,29.998943,POINT (122.261658 29.998943)
16341,朱家尖南沙,朱家尖镇南沙风景区,舟山市,普陀区,122.407074,29.877481,POINT (122.407074 29.877481)
16349,大佛岩,桃花岛大石头村,舟山市,普陀区,122.238243,29.83498,POINT (122.238243 29.83498)
16350,千步大沙,,舟山市,普陀区,122.296745,29.816162,POINT (122.296745 29.816162)
16352,冯氏墓,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城黄药师庄内,舟山市,普陀区,122.245995,29.839025,POINT (122.245995 29.839025)
16353,八卦亭,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.31002,29.806562,POINT (122.31002 29.806562)
16354,碧海潮生,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.31102,29.806936,POINT (122.31102 29.806936)
16358,龙凰宫,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.288589,29.809898,POINT (122.288589 29.809898)
16359,竹径逸园,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.28804,29.807865,POINT (122.28804 29.807865)
16360,莲心桥,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.288696,29.809759,POINT (122.288696 29.809759)
16361,安期石峰,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.286407,29.799761,POINT (122.286407 29.799761)
16362,桃花溪,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.286575,29.80932,POINT (122.286575 29.80932)
16363,神龟望海,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.286255,29.799469,POINT (122.286255 29.799469)
16364,桃源坊,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.308388,29.806242,POINT (122.308388 29.806242)
16366,桃花峪景区-观景台,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.31105,29.80468,POINT (122.31105 29.80468)
16368,塔湾金沙景区-观景台,桃花岛东南部介于馒头山嘴与下石水岗之间塔湾金沙景区内,舟山市,普陀区,122.295097,29.813921,POINT (122.295097 29.813921)
16369,佛堂,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城归云庄内,舟山市,普陀区,122.245995,29.839025,POINT (122.245995 29.839025)
16370,归云庄,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城内,舟山市,普陀区,122.245995,29.839025,POINT (122.245995 29.839025)
16371,黄药师庄,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城内,舟山市,普陀区,122.242332,29.837833,POINT (122.242332 29.837833)
16372,玉溪长廊,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.288094,29.809324,POINT (122.288094 29.809324)
16373,炼珠洞,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.307671,29.808853,POINT (122.307671 29.808853)
16374,桃花石趣,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.286476,29.809422,POINT (122.286476 29.809422)
16375,杨铁心家,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城内,舟山市,普陀区,122.245056,29.839523,POINT (122.245056 29.839523)
16376,祭天台,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.286667,29.798979,POINT (122.286667 29.798979)
16377,八角亭,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城归云庄内,舟山市,普陀区,122.241531,29.838732,POINT (122.241531 29.838732)
16378,试剑亭,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.311127,29.80475,POINT (122.311127 29.80475)
16379,桃花港风景带-观景台,桃花镇桃花岛桃花港风景带内,舟山市,普陀区,122.265053,29.797621,POINT (122.265053 29.797621)
16380,红蚓飞瀑,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.286919,29.809416,POINT (122.286919 29.809416)
16381,积翠亭,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城内,舟山市,普陀区,122.244911,29.838514,POINT (122.244911 29.838514)
16382,灰姑娘薰衣草,桃花岛东南部介于馒头山嘴与下石水岗之间塔湾金沙景区内,舟山市,普陀区,122.293655,29.813211,POINT (122.293655 29.813211)
16383,悬璧栈道,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.288727,29.809462,POINT (122.288727 29.809462)
16384,曲桥觞水,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.30941,29.806505,POINT (122.30941 29.806505)
16385,黄蓉房,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城黄药师庄内,舟山市,普陀区,122.245995,29.839025,POINT (122.245995 29.839025)
16386,跨越龙潭,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.28801,29.809408,POINT (122.28801 29.809408)
16387,碧海楼,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城黄药师庄内,舟山市,普陀区,122.245995,29.839025,POINT (122.245995 29.839025)
16388,神雕石,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.307892,29.806585,POINT (122.307892 29.806585)
16389,香草谷,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.287102,29.809544,POINT (122.287102 29.809544)
16390,万安塔,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.288422,29.808872,POINT (122.288422 29.808872)
16391,红蚓潭,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.286697,29.809456,POINT (122.286697 29.809456)
16392,莲花池,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.289467,29.81011,POINT (122.289467 29.81011)
16393,龙女涧,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.288162,29.807804,POINT (122.288162 29.807804)
16395,观澜亭,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城归云庄内,舟山市,普陀区,122.245995,29.839025,POINT (122.245995 29.839025)
16396,紫丘桥,桃花岛东南部介于馒头山嘴与下石水岗之间塔湾金沙景区内,舟山市,普陀区,122.29464,29.813686,POINT (122.29464 29.813686)
16397,五湖居,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城归云庄内,舟山市,普陀区,122.245995,29.839025,POINT (122.245995 29.839025)
16398,黄药师山庄,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.309921,29.806538,POINT (122.309921 29.806538)
16399,听雨居,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城内,舟山市,普陀区,122.245995,29.839025,POINT (122.245995 29.839025)
16401,八卦厅,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城黄药师庄内,舟山市,普陀区,122.242401,29.837942,POINT (122.242401 29.837942)
16402,法国薰衣草,桃花岛东南部介于馒头山嘴与下石水岗之间塔湾金沙景区内,舟山市,普陀区,122.293297,29.814728,POINT (122.293297 29.814728)
16404,西班牙薰衣草,桃花岛东南部介于馒头山嘴与下石水岗之间塔湾金沙景区内,舟山市,普陀区,122.294403,29.811977,POINT (122.294403 29.811977)
16405,炼丹洞,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.286552,29.798561,POINT (122.286552 29.798561)
16406,金庸文化园,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城内,舟山市,普陀区,122.245491,29.839806,POINT (122.245491 29.839806)
16408,桃花诗涧,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.30896,29.80652,POINT (122.30896 29.80652)
16409,一线天,桃花镇桃花岛西北部大佛岩景区内,舟山市,普陀区,122.238304,29.834917,POINT (122.238304 29.834917)
16410,心字石,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.309898,29.808121,POINT (122.309898 29.808121)
16413,南帝禅寺,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城内,舟山市,普陀区,122.244247,29.837118,POINT (122.244247 29.837118)
16414,桃花园,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.307671,29.806448,POINT (122.307671 29.806448)
16415,翠香楼,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城内,舟山市,普陀区,122.243042,29.838465,POINT (122.243042 29.838465)
16417,九阴白骨洞,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.308548,29.806629,POINT (122.308548 29.806629)
16418,龙女阁,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.28846,29.808474,POINT (122.28846 29.808474)
16419,桃花潭,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.308067,29.806534,POINT (122.308067 29.806534)
16420,金庸像,桃花镇桃花岛西北部大佛岩景区射雕英雄传旅游城金庸文化园内,舟山市,普陀区,122.245453,29.839798,POINT (122.245453 29.839798)
16421,姐妹石,桃花镇塔湾村安期峰风景区内,舟山市,普陀区,122.287262,29.7992,POINT (122.287262 29.7992)
16422,别有洞天,桃花岛,舟山市,普陀区,122.28624,29.796013,POINT (122.28624 29.796013)
16423,东海龙珠,桃花岛,舟山市,普陀区,122.302635,29.809719,POINT (122.302635 29.809719)
16424,塔湾金沙景区,桃花岛东南部介于馒头山嘴与下石水岗之间,舟山市,普陀区,122.295921,29.816217,POINT (122.295921 29.816217)
16428,安期圣境,沙乌线,舟山市,普陀区,122.293213,29.81218,POINT (122.293213 29.81218)
16429,大佛岩景区,茅沙线,舟山市,普陀区,122.239838,29.828617,POINT (122.239838 29.828617)
16430,安期峰风景区,桃花镇塔湾村安期峰景区,舟山市,普陀区,122.284386,29.792131,POINT (122.284386 29.792131)
16432,新白鹤庙,庵跟路附近,舟山市,普陀区,122.286171,29.820328,POINT (122.286171 29.820328)
16433,舟山桃花岛风景旅游区,桃花岛公前街,舟山市,普陀区,122.28791,29.839851,POINT (122.28791 29.839851)
16435,观音望海,桃花岛,舟山市,普陀区,122.286514,29.798664,POINT (122.286514 29.798664)
16438,顶首庵,桃花岛公前街桃花岛风景区,舟山市,普陀区,122.240112,29.834276,POINT (122.240112 29.834276)
16439,弹指峰,桃花岛东南,舟山市,普陀区,122.310036,29.804747,POINT (122.310036 29.804747)
16443,东海神珠,桃花镇桃花岛桃花峪景区内,舟山市,普陀区,122.310081,29.807364,POINT (122.310081 29.807364)
16444,普陀区蚂蚁岛旅游区,蚂蚁岛乡,舟山市,普陀区,122.264603,29.872028,POINT (122.264603 29.872028)
16445,登步岛战斗纪念地,,舟山市,普陀区,122.30162,29.880127,POINT (122.30162 29.880127)
16447,忠和庙,,舟山市,普陀区,122.31398,29.859959,POINT (122.31398 29.859959)
16448,登步战斗纪念馆,,舟山市,普陀区,122.30162,29.880127,POINT (122.30162 29.880127)
16450,慧济禅寺,梅岑路115号普陀山,舟山市,普陀区,122.393089,30.015242,POINT (122.393089 30.015242)
16451,古佛洞,梅芩路115号普陀山,舟山市,普陀区,122.400917,30.011028,POINT (122.400917 30.011028)
16452,紫竹林中,梅檀岭下,舟山市,普陀区,122.39312,29.97757,POINT (122.39312 29.97757)
16454,杨枝禅林,法雨路151号,舟山市,普陀区,122.389198,30.001011,POINT (122.389198 30.001011)
16457,短姑古迹,普陀山国家级风景名胜区内,舟山市,普陀区,122.382515,29.973825,POINT (122.382515 29.973825)
16459,海月常辉,普陀山梅岑路(白华山南侧)普济禅寺内,舟山市,普陀区,122.38707,29.984159,POINT (122.38707 29.984159)
16460,隐秀讲院,梅岑路4号,舟山市,普陀区,122.382347,29.977016,POINT (122.382347 29.977016)
16462,香云篷,香云路101号,舟山市,普陀区,122.390213,30.005243,POINT (122.390213 30.005243)
16463,朝圣门,梅芩路115号普陀山,舟山市,普陀区,122.381752,29.974537,POINT (122.381752 29.974537)
16464,名树园,梅芩路115号普陀山,舟山市,普陀区,122.393005,29.997894,POINT (122.393005 29.997894)
16465,洗心亭,梅芩路115号普陀山,舟山市,普陀区,122.383812,29.983419,POINT (122.383812 29.983419)
16466,千年香樟王,菩提路11号樟香园内,舟山市,普陀区,122.382698,29.984041,POINT (122.382698 29.984041)
16467,海印池,普陀山梅岑路(白华山南侧)普济禅寺内,舟山市,普陀区,122.386909,29.98469,POINT (122.386909 29.98469)
16468,圆通宝殿,菩提路50号观音古洞,舟山市,普陀区,122.374954,29.982595,POINT (122.374954 29.982595)
16469,天王殿,普陀山梅岑路(白华山南侧)普济禅寺内,舟山市,普陀区,122.386856,29.98498,POINT (122.386856 29.98498)
16470,观日阁,梅芩路115号普陀山,舟山市,普陀区,122.391678,29.989252,POINT (122.391678 29.989252)
16473,西天风景区,梅芩路115号普陀山,舟山市,普陀区,122.375977,29.983246,POINT (122.375977 29.983246)
16474,紫竹林景区,梅芩路115号普陀山,舟山市,普陀区,122.393639,29.974398,POINT (122.393639 29.974398)
16475,南天门景区,梅芩路115号普陀山,舟山市,普陀区,122.381943,29.975384,POINT (122.381943 29.975384)
16479,刀劈石,普陀山国家级风景名胜区内,舟山市,普陀区,122.389206,30.009998,POINT (122.389206 30.009998)
16480,澹澹亭,山东南部的梅檀岭下紫竹林中内,舟山市,普陀区,122.394608,29.977896,POINT (122.394608 29.977896)
16482,南海观音大佛,紫竹路200号,舟山市,普陀区,122.393684,29.973711,POINT (122.393684 29.973711)
16483,磐陀石,梅岑路115号普陀山,舟山市,普陀区,122.383797,29.98213,POINT (122.383797 29.98213)
16484,百子堂,梅芩路115号普陀山,舟山市,普陀区,122.388588,29.983418,POINT (122.388588 29.983418)
16487,普陀山多宝塔,梅芩路115号普陀山内,舟山市,普陀区,122.3825,30.013311,POINT (122.3825 30.013311)
16489,梵山亭,梅芩路115号普陀山国家级风景名胜区内,舟山市,普陀区,122.388222,29.983767,POINT (122.388222 29.983767)
16490,祥慧庵,梅芩路115号普陀山,舟山市,普陀区,122.409157,30.00029,POINT (122.409157 30.00029)
16491,云扶石,梅芩路115号普陀山,舟山市,普陀区,122.390678,30.007278,POINT (122.390678 30.007278)
16492,仙人井,梅芩路115号普陀山国家级风景名胜区内法雨路附近,舟山市,普陀区,122.390327,29.988153,POINT (122.390327 29.988153)
16493,白华园,梅芩路115号普陀山,舟山市,普陀区,122.377274,29.978096,POINT (122.377274 29.978096)
16494,朝阳洞,梅芩路115号普陀山,舟山市,普陀区,122.390976,29.989265,POINT (122.390976 29.989265)
16495,法华洞,梅芩路115号普陀山,舟山市,普陀区,122.38903,29.987169,POINT (122.38903 29.987169)
16496,极乐庵,梅芩路115号普陀山,舟山市,普陀区,122.401665,30.001511,POINT (122.401665 30.001511)
16497,海岸牌坊,梅芩路115号普陀山,舟山市,普陀区,122.383011,29.974045,POINT (122.383011 29.974045)
16500,海天佛国,梅芩路115号普陀山,舟山市,普陀区,122.390678,30.007278,POINT (122.390678 30.007278)
16502,石师,梅芩路115号普陀山,舟山市,普陀区,122.389992,29.985039,POINT (122.389992 29.985039)
16504,西天法界,梅芩路115号普陀山,舟山市,普陀区,122.384506,29.983837,POINT (122.384506 29.983837)
16505,二龟听法石,梅芩路115号普陀山,舟山市,普陀区,122.375801,29.983143,POINT (122.375801 29.983143)
16510,望海亭,梅芩路115号普陀山国家级风景名胜区内法音路附近,舟山市,普陀区,122.393356,30.000114,POINT (122.393356 30.000114)
16511,善财洞,普陀山梵音洞景区内,舟山市,普陀区,122.412621,30.000826,POINT (122.412621 30.000826)
16512,五祖碑,梅芩路115号普陀山,舟山市,普陀区,122.393356,30.000114,POINT (122.393356 30.000114)
16513,海澄禅院,梅芩路115号普陀山国家级风景名胜区内,舟山市,普陀区,122.396614,30.018476,POINT (122.396614 30.018476)
16514,樟香园,菩提路11号,舟山市,普陀区,122.382912,29.983908,POINT (122.382912 29.983908)
16516,心字石,梅芩路115号普陀山国家级风景名胜区内佛顶山路附近,舟山市,普陀区,122.383102,29.984512,POINT (122.383102 29.984512)
16517,梵音洞,梅芩路115号普陀山,舟山市,普陀区,122.416618,30.001781,POINT (122.416618 30.001781)
16518,炼丹洞,桃花岛菩提路26号,舟山市,普陀区,122.379997,29.984632,POINT (122.379997 29.984632)
16520,兰竹苑,梅芩路115号普陀山,舟山市,普陀区,122.391655,29.995045,POINT (122.391655 29.995045)
16521,潮音洞,紫竹路117号,舟山市,普陀区,122.392464,29.977074,POINT (122.392464 29.977074)
16524,紫竹林,梅芩路115号普陀山梅檀岭,舟山市,普陀区,122.392082,29.977068,POINT (122.392082 29.977068)
16526,短姑圣迹,梅芩路115号普陀山,舟山市,普陀区,122.382111,29.974192,POINT (122.382111 29.974192)
16529,正趣亭,梅芩路115号普陀山国家级风景名胜区内普济路附近,舟山市,普陀区,122.387177,29.979837,POINT (122.387177 29.979837)
16530,祥慧净院,法音路205号,舟山市,普陀区,122.404327,30.001862,POINT (122.404327 30.001862)
16531,慧济寺,普陀山佛顶山,舟山市,普陀区,122.391617,30.008444,POINT (122.391617 30.008444)
16532,普陀山香云路,梅芩路115号普陀山国家级风景名胜区内,舟山市,普陀区,122.386002,29.984716,POINT (122.386002 29.984716)
16533,慈禅院,梅芩路115号普陀山国家级风景名胜区内,舟山市,普陀区,122.390327,30.002491,POINT (122.390327 30.002491)
